iddiagnostico	descripcion	codigo_cie9	codigo_cie10
3891	OTRAS TRASTORNOS ESPECIFICADOS DE LAS GLANDULAS SUDORIPARAS(FU)	70589 	NULL
3892	AMPUTACION TRAUMATICA PULGAR (COMPLETA)(PARCIAL)	885   	NULL
3893	IMPACTACION INTESTINO OTRA	56039 	NULL
3894	HIPERGAMMAGLOBULINEMIA POLICLONAL	2730  	NULL
3895	TRASTORNO METABOLISMO PURINA Y PIRIMIDINA OTRO	2772  	NULL
3896	ARTROPATIA TRANSITORIA RODILLA	71646 	NULL
3897	ESTRECHEZ O ATRESIA VAGINA	6232  	NULL
3898	FRACTURA CERRADA SACRO Y COCCIX CON LESION MEDULAR	8066  	NULL
3899	ARTRITIS ALERGICA NO ESPECIFICADO	71620 	NULL
3900	ESGUINCE ESTERNON OTRO	84849 	NULL
3901	ASISTENCIA PROCREATIVA TUBOPLASTIA O VASOPLASTIA SECUNDARIA	V260  	NULL
3902	ANQUILOSIS ARTICULACION	7185  	NULL
3903	ANEURISMA AORTICO SIFILITICO	0930  	NULL
3904	CONTRACTURA ARTICULACION OTRA	71848 	NULL
3905	FIBROMATOSIS FASCIA PLANTAR	72871 	NULL
3906	SORDERA NEURAL	38912 	NULL
3907	DISTROFIA PIGMENTARIA RETINA	36274 	NULL
3908	GLAUCOMA NO DEFINITIVO HIPERTENSION OJO	36504 	NULL
3909	ULCERA PEPTICA NO ESPECIFICADO CRONICA CON HEMORRAGIA	5334  	NULL
3910	RESULTADO ANORMAL GLUCOSA	79020 	NULL
3911	INFARTO HIGADO	5734  	NULL
3912	DERMATOSIS NO INFECCIOSA PARPADO	3733  	NULL
3913	NEOPLASIA BENIGNA TRAQUEA	2122  	NULL
3914	INFECCION POR CLOSTRIDIUM DIFFICILE INTESTINO	00845 	NULL
3915	EXAMEN ESPECIAL OBESIDAD	V778  	NULL
3916	TRASTORNO DEPRESIVO RECURRENTE	2963  	NULL
3917	CUERPO EXTRAÑO RETENIDO TRAS HERIDA PENETRANTE ORBITA	3766  	NULL
3918	COLESTEATOSIS DIFUSA	38535 	NULL
3919	ENFERMEDAD SINOVIA,TENDON Y BOLSA NO ESPECIFICADO	7279  	NULL
3920	NEOPLASIA MALIGNA OJO COROIDE	1906  	NULL
3921	SINTOMA NUTRICION,METABOLISMO Y DESARROLLO	783   	NULL
3922	INMUNODEFICIENCIA VARIABLE COMUN	27906 	NULL
3923	SINDROME CAUDA EQUINA	3446  	NULL
3924	HIPERPOTASEMIA	2767  	NULL
3925	EXAMEN DE LABORATORIO(FU)	00892 	NULL
3926	ANOMALIA CONGENITA CARA Y CUELLO NO ESPECIFICADO	7449  	NULL
3927	EFECTO TARDIO QUEMADURA MIEMBRO OTRA	9067  	NULL
3928	HERPES SIMPLEX NO ESPECIFICADO	0549  	NULL
3929	ENVENENAMIENTO POR EMETICO	9736  	NULL
3930	ARTRITIS CLIMATERICA MANO	71634 	NULL
3931	FORUNCULO Y ANTRAX NARIZ	6800  	NULL
3932	ABSCESO PERIAPICAL CON SENO	5227  	NULL
3933	LUXACION PATOLOGICA CADERA	71825 	NULL
3934	NEFRITIS Y NEFROPATIA NO ESPECIFICADO EN ENF COC	58381 	NULL
3935	FIEBRE AMARILLA URBANA	0601  	NULL
3936	NEOPLASIA MALIGNA SENO ETMOIDAL	1603  	NULL
3937	ANOMALIA CONGENITA APARATO CIRCULATORIO	747   	NULL
3938	INSOMNIO TRANSITORIO	30741 	NULL
3939	FRACTURA ABIERTA FEMUR CUELLO NO ESPECIFICADO	8209  	NULL
3940	SORDERA CONDUCTIVA	3890  	NULL
3941	ONFALITIS NEONATO	7714  	NULL
3942	NECESIDAD VACUNACION INFECCION POR BACTERIA UNICA OTRA	V038  	NULL
3943	MENINGITIS POR HAEMOPHILUS INFLUENZAE	3200  	NULL
3944	CARENCIA VITAMINA OTRA	2691  	NULL
3945	GOLPE ACCIDENTAL POR OBJETO O PERSONA	E917  	NULL
3946	EXAMEN ESPECIAL INFECCION POR BACTERIA Y ESPIROQUETA	V74   	NULL
3947	PICADURA INSECTO OTRA,MULTIPLE Y NO ESPECIFICADO CON INFECCION	9195  	NULL
3948	TENDINITIS O BURSITIS PIE ANSERINO	72661 	NULL
3949	BOCIO SIMPLE	2400  	NULL
3950	HERNIA ABDOMEN CON OBSTRUCCION NO ESPECIFICADO	5529  	NULL
3951	LUXACION CERRADA TOBILLO	8370  	NULL
3952	PERIODONTITIS APICAL AGUDA ORIGEN PULPAL	5224  	NULL
3953	CISTITIS AGUDA POR GONOCOCO	09811 	NULL
3954	FORUNCULO Y ANTRAX TRONCO	6802  	NULL
3955	TUBERCULOSIS APARATO GENITOURINARIO	016   	NULL
3956	LESION VASO SANGUINEO CABEZA Y CUELLO	900   	NULL
3957	ENFERMEDAD NERVIO OLFATORIO [I PAR]	3520  	NULL
3958	FRACTURA DE ESTRES METATARSIANO	73394 	NULL
3959	DEFORMIDAD MUSCULOESQUELETICA CONGENITA COLUMNA VERTEBRAL	7542  	NULL
3960	HEMORRAGIA ORBITA	37632 	NULL
3961	DISFUNCION LENGUAJE SIMBOLICO OTRA	7846  	NULL
3962	HERNIA ABDOMEN CON GANGRENA NO ESPECIFICADO	5519  	NULL
3963	INFECCION LOCAL PIEL Y SUBCUTANEO NO ESPECIFICADO	6869  	NULL
3964	HALLUX VARUS ADQUIRIDO	7351  	NULL
3965	OSTEOARTROSIS NO ESPECIFICADO CADERA	71595 	NULL
3966	ABRASION MANO SALVO DEDO CON INFECCION	9141  	NULL
3967	MICOSIS OTRA Y NO ESPECIFICADO	1179  	NULL
3968	ULCERA PEPTICA NO ESPECIFICADO CRONICA SIN HEMORRAGIA NI PERFORACION	5337  	NULL
3969	LINFANGITIS	4572  	NULL
3970	HERIDA CAVIDAD NARIZ NO COMPLICADA	87322 	NULL
3971	ENVENENAMIENTO POR PARASIMPATICOLITICO [ANTICOLINERGICO]	9711  	NULL
3972	HERIDA OJO NO ESPECIFICADO	8714  	NULL
3973	DESPRENDIMIENTO RETINA DEFECTO NO ESPECIFICADO	36100 	NULL
3974	HEMIPLEJIA FLACCIDA	3420  	NULL
3975	HERIDA MAMA COMPLICADA	8791  	NULL
3976	TRASTORNO POR GESTACION LARGA Y PESO ELEVADO OTRO	766   	NULL
3977	VARICES MIEMBRO INFERIOR CON COMPLICACION OTRA	4548  	NULL
3978	ESQUIZOFRENIA HEBEFRENICA EN REMISION	29515 	NULL
3979	ASTIGMATISMO IRREGULAR	36722 	NULL
3980	AMIOTROFIA NEURALGICA	3535  	NULL
3981	EMBARAZO TRIPLE	6511  	NULL
3982	ANOMALIA CONGENITA PELO OTRA	7574  	NULL
3983	LESION VENA FEMORAL	9042  	NULL
3984	ESTENOSIS SACO LAGRIMAL	37554 	NULL
3985	CATARATA NO SENIL NO ESPECIFICADO	36600 	NULL
3986	ULCERA GASTROYEYUNAL AGUDA CON HEMORRAGIA	5340  	NULL
3987	LESION NERVIO ESPINAL [XI PAR]	9516  	NULL
3988	SINTOMA SISTEMA NERVIOSO Y MUSCULOESQUELETICO OTRO OTRO	78199 	NULL
3989	OSTEOCONDROSIS JUVENIL MIEMBRO SUPERIOR	7323  	NULL
3990	OTROS TRASTORNOS DE LOS PARPADOS(FU)	3748  	NULL
3991	ABSCESO Y CELULITIS MANO SALVO DEDO	6824  	NULL
3992	ESTADO POSTQUIRURGICO OTRO	V458  	NULL
3993	HERIDA PARED TORAX COMPLICADA	8751  	NULL
3994	INFECCION POR GONOCOCO GENITOURINARIA INFERIOR CRONICA	0982  	NULL
3995	COMPLICACION MUÑON AMPUTACION TARDIA	9976  	NULL
3996	PAPILOMA SAI (SALVO VEJIGA URINARIA)	M80500	NULL
3997	HIDROCELE INFECTADO	6031  	NULL
3998	ESGUINCE PELVIS	8485  	NULL
3999	INCONTINENCIA ORINA INCONSCIENTE	78834 	NULL
4000	CONGESTION PASIVA CRONICA HIGADO	5730  	NULL
4001	INFECCION POR COCCIDIUM	0072  	NULL
4002	HERIDA DE LA CABEZA	S01   	NULL
4003	ATROFIA OPTICA	3771  	NULL
4004	SIFILIS PULMON	0951  	NULL
4005	POLICITEMIA VERA	2384  	NULL
4006	HIPOTENSION CRONICA	4581  	NULL
4007	TENSION ARTERIAL BAJA INESPECIFICA	7963  	NULL
4008	TRAUMATISMO TRACTO GASTROINTESTINAL	863   	NULL
4009	RESULTADO ANORMAL ESTUDIO FUNCIONAL GLANDULA TIROIDES	7945  	NULL
4010	ARTRITIS MICOTICA	7116  	NULL
4011	LESION VASO SANGUINEO MIEMBRO INFERIOR OTRO	9047  	NULL
4012	SINUSITIS CRONICA OTRA	4738  	NULL
4013	EXAMEN ESPECIAL PARA BUSQUEDA DE TUMORES MALIGNOS EN MAMA(FU)	00938 	NULL
4014	EFECTO TOXICO CAUSTICO	983   	NULL
4015	INFECCION POR BACTERIA EN ENF COC Y NO ESPECIFICADO	041   	NULL
4016	QUEMADURA CARA,CABEZA Y CUELLO	941   	NULL
4017	DERMATITIS SEBORREICA	6901  	NULL
4018	ENFERMEDAD POR ARAÑAZO DE GATO	0783  	NULL
4019	ISQUEMIA RETINA	36284 	NULL
4020	FRACTURA PATOLOGICA CUBITO Y RADIO	73312 	NULL
4021	ENFERMEDAD APARATO LAGRIMAL NO ESPECIFICADO	3759  	NULL
4022	ULCERA GASTROYEYUNAL CRONICA CON HEMORRAGIA Y PERFORACION	5346  	NULL
4023	TRASTORNO PERSONALIDAD OTRO	3018  	NULL
4024	SEPTICEMIA POR MENINGOCOCO	0362  	NULL
4025	ESGUINCE COLATERAL CUBITO	8411  	NULL
4026	SINDROME POSTCIRUGIA ESTOMAGO	5642  	NULL
4027	HERIDA CONDUCTO AUDITIVO EXTERNO NO COMPLICADA	87202 	NULL
4028	TRASTORNO METABOLISMO AMINOACIDO NO ESPECIFICADO	2709  	NULL
4029	INFECCION POR BACTERIA GRAMNEGATIVA INTESTINO OTRA	00847 	NULL
4030	NEOPLASIA MALIGNA CONDUCTO AUDITIVO,OIDO MEDIO Y MASTOIDE	1601  	NULL
4031	DERMATITIS SEBORREICA NO ESPECIFICADO	69010 	NULL
4032	HERIDA ANEXO OJO OTRA	8708  	NULL
4033	RABIA	071   	NULL
4034	NEFRITIS Y NEFROPATIA NO ESPECIFICADO CON LESION PROGRESIVA RAPIDA	5834  	NULL
4035	RUBEOLA CON COMPLICACION NO ESPECIFICADO	0568  	NULL
4036	EXAMEN ESPECIAL HIPERTENSION	V811  	NULL
4037	ANOMALIA DENTOFACIAL OTRA	5248  	NULL
4038	FRACTURA EN RODETE TIBIA Y PERONE	8234  	NULL
4039	ENFERMEDAD COCCIX OTRO	72479 	NULL
4040	LEUCEMIA MONOCITICA	206   	NULL
4041	ESGUINCE CODO Y ANTEBRAZO OTRO	8418  	NULL
4042	VOMITO EXCESIVO EMBARAZO TARDIO	6432  	NULL
4043	FRACTURA ABIERTA DE PISO DE LA ORBITA	8027  	NULL
4044	MENINGITIS LINFOCITICA	0490  	NULL
4045	ENFERMEDAD INFECCIOSA Y PARASITARIA OTRA	1368  	NULL
4046	HERIDA LABIO COMPLICADA	87353 	NULL
4047	HEMORRAGIA CUERPO VITREO	37923 	NULL
4048	CONVALECENCIA TRAS TRATAMIENTO COMBINADO	V666  	NULL
4049	FRACTURA CERRADA CLAVICULA	8100  	NULL
4050	HIPERTENSION SECUNDARIA MALIGNA	4050  	NULL
4051	CORIORRETINITIS Y RETINOCOROIDITIS FOCAL	3630  	NULL
4052	OTROS TRASTORNOS RETINIANOS(FU)	3628  	NULL
4053	OBSTRUCCION VENA RETINA RAMA VENOSA	36236 	NULL
4054	ROTURA COROIDES	36363 	NULL
4055	OBSTRUCCION VASCULAR RETINA NO ESPECIFICADO	36230 	NULL
4056	DERRAME ARTICULACION	7190  	NULL
4057	GOLPE CALOR E INSOLACION	9920  	NULL
4058	DEFORMIDAD CADERA ADQUIRIDA	7363  	NULL
4059	LIQUIDO CEFALORRAQUIDEO ANORMAL	7920  	NULL
4060	FETO Y NEONATO AFECTADO POR ENFERMEDAD MATERNA	760   	NULL
4061	AMPOLLA HOMBRO Y BRAZO CON INFECCION	9123  	NULL
4062	HIPOCONDRIA	3007  	NULL
4063	EFECTO TARDIO LESION INTERNA TORAX	9080  	NULL
4064	EFECTO TARDIO POR COMPLICACION CUIDADO MEDICO Y QUIRURGICO	9093  	NULL
4065	ENFERMEDAD TRAQUEA Y BRONQUIO OTRA	5191  	NULL
4066	QUEMADURA GRADO NO ESPECIFICADO MUÑECA Y MANO	9440  	NULL
4067	GLOSITIS	5290  	NULL
4068	FROTIS PAPANICOLAU CERVIX ANORMAL Y VPH CERVIX OTRO	79509 	NULL
4069	LESION SUPERFICIAL CARA,CUELLO Y CABEZA OTRA SIN INFECCION	9108  	NULL
4070	NEOPLASIA BENIGNA PIEL OTRA	2168  	NULL
4071	CONTRACTURA ABDOMEN NO ESPECIFICADO	78940 	NULL
4072	OSTEOARTROSIS NO ESPECIFICADO NO ESPECIFICADO	71590 	NULL
4073	CONVALECENCIA Y CUIDADO PALIATIVOS ESPECIFICOS DE TRATAMIENTOS DIVERSOS(FU)	00784 	NULL
4074	CUERPO LIBRE ARTICULAR	7181  	NULL
4075	FRACTURA CERRADA TIBIA NO ESPECIFICADO	82380 	NULL
4076	ALVEOLITIS ALERGICA EXTRINSECA	495   	NULL
4077	ENFERMEDAD PLEXO LUMBOSACRO	3531  	NULL
4078	SHOCK NO ESPECIFICADO	78550 	NULL
4079	EXAMEN ESPECIAL INFECCION MICOTICA	V754  	NULL
4080	INFECCION PERINATAL	771   	NULL
4081	ENFERMEDAD MUSCULO PAPILAR OTRA	42981 	NULL
4082	ESQUISTOSOMIASIS PIEL	1203  	NULL
4083	COSTILLA CERVICAL	7562  	NULL
4084	RETINOPATIA SEROSA CENTRAL	36241 	NULL
4085	ENFERMEDAD NEUROHIPOFISIS OTRO	2536  	NULL
4086	HALLAZGO INESPECIFICO ANALISIS ORINA	791   	NULL
4087	ABRASION OTRA,MULTIPLE Y NO ESPECIFICADO SIN INFECCION	9190  	NULL
4088	OSTEOPOROSIS IDIOPATICA	73302 	NULL
4089	EFECTO TARDIO LESION NERVIO CRANEAL	9071  	NULL
4090	ENFERMEDAD ESTRUCTURA ENDOCARDICA REUMATICA OTRA	397   	NULL
4091	ANORMALIDAD CERVIX OTRA	6546  	NULL
4092	LEUCEMIA LINFOIDE OTRA	2048  	NULL
4093	TRASTORNO ESPECIFICADO METABOLISMO OTRO	27789 	NULL
4094	HEMATOMA PELVIS PARTO Y POSTPARTO	66572 	NULL
4095	ENFERMEDAD ESPINOCEREBELOSA OTRA	3348  	NULL
4096	REFLUJO VESICOURETERAL NO ESPECIFICADO	59370 	NULL
4097	PRESENTACION DEFECTUOSA OTRA	6528  	NULL
4098	FIEBRE HEMORRAGICA POR ARTROPODO NO ESPECIFICADO	0659  	NULL
4099	TRASTORNO EMOCIONAL INFANCIA Y ADOLESCENCIA OTRO	3138  	NULL
4100	ESTADO DIALISIS RIÑON	V451  	NULL
4101	PARALISIS NO ESPECIFICADO	3449  	NULL
4102	DEFORMIDAD MUSCULAR CONGENITA ESTERNOCLEIDOMASTOIDEO	7541  	NULL
4103	RETINOSQUISIS NO ESPECIFICADO	36110 	NULL
4104	LACTANCIA SUPRIMIDA	6764  	NULL
4105	AMPUTACION TRAUMATICA DEBAJO RODILLA UNILATERAL COMPLICADA	8971  	NULL
4106	AMPOLLA CARA,CUELLO Y CUERO CABELLUDO CON INFECCION	9103  	NULL
4107	ANISOCORIA	37941 	NULL
4108	ABRASION MIEMBRO INFERIOR SALVO PIE SIN INFECCION	9160  	NULL
4109	ASCARIASIS	1270  	NULL
4110	ECZEMA POR HERPES	0540  	NULL
4111	HERIDA CARA OTRA Y MULTIPLE NO COMPLICADA	87349 	NULL
4112	HERPES ZOSTER NO ESPECIFICADO	0539  	NULL
4113	ANOMALIA CONGENITA GRANDES VENAS	7474  	NULL
4114	BOCIO UNINODULAR TOXICO	2421  	NULL
4115	NEOPLASIA MALIGNA OTRA Y NO ESPECIFICADO MIEMBRO INFERIOR	1955  	NULL
4116	PIAN NO ESPECIFICADO	1029  	NULL
4117	TRASTORNO REFRACCION Y ACOMODACION NO ESPECIFICADO	3679  	NULL
4118	TRASTORNO VISION BINOCULAR OTRO	3683  	NULL
4119	CONSECUTIVA A TRATAMIENTO COMBINADO(FU)	00791 	NULL
4120	HERIDA NARIZ NO ESPECIFICADO NO COMPLICADA	87320 	NULL
4121	CIRCUNSTANCIA PSICOSOCIAL	V62   	NULL
4122	LESION VENA INNOMINADA Y SUBCLAVIA	9013  	NULL
4123	CONJUNTIVITIS AGUDA NO ESPECIFICADO	37200 	NULL
4124	EXAMEN ESPECIAL ENFERMEDAD PIEL	V820  	NULL
4125	OTRAS DEFICIENCIAS NUTRICIONALES(FU)	2698  	NULL
4126	FIEBRE PUERPERIO ORIGEN DESCONOCIDO	672   	NULL
4127	CARENCIA VITAMINA A CON CEGUERA NOCTURNA	2645  	NULL
4128	ARTROPATIA OTRA NO ESPECIFICADO	71680 	NULL
4129	HIPERPLASIA ENDOMETRIO SIMPLE SIN ATIPIA	62131 	NULL
4130	ENFERMEDAD OIDO MEDIO Y MASTOIDES NO ESPECIFICADO	3859  	NULL
4131	EMBOLIA PULMON OBSTETRICA	673   	NULL
4132	CONGELACION MANO	9911  	NULL
4133	DESPRENDIMIENTO RETINA POR TRACCION	36181 	NULL
4134	TRASTORNO SECRECION PANCREAS OTRO	2518  	NULL
4135	ESGUINCE ISQUIOCAPSULAR	8431  	NULL
4136	URTICARIA DERMATOGRAFICA	7083  	NULL
4137	GRANULOMA MUSCULO POR CUERPO EXTRAÑO	72882 	NULL
4138	HERNIA CRURAL CON GANGRENA	5510  	NULL
4139	EPILEPSIA PARCIAL CON DETERIORO CONOCIMIENTO	3454  	NULL
4140	QUISTE RADICULAR	5228  	NULL
4141	PROSTATITIS OTRA	6018  	NULL
4142	FISTULA LABERINTO	3864  	NULL
4143	OPISTORQUIASIS	1210  	NULL
4144	EXAMEN MEDICO DE SEGUIMIENTO POSTOPERATORIO(FU)	00795 	NULL
4145	LUXACION ABIERTA PIE METATARSIANA	83814 	NULL
4146	HERIDA PALADAR NO COMPLICADA	87365 	NULL
4147	FRACTURA CUERPO CAVERNOSO PENE	95913 	NULL
4148	DERMATOSIS BULLOSA NO ESPECIFICADO	6949  	NULL
4149	ANOMALIA CONGENITA VESICULA BILIAR,VIA BILIAR E HIGADO NO ESPECIFICADO	75160 	NULL
4150	TORAX FLOTANTE	8074  	NULL
4151	ARTROPATIA EN ENF COC	713   	NULL
4152	CATARATA COMPLICADA NO ESPECIFICADO	36630 	NULL
4153	ESTADO MARCAPASOS CORAZON IN SITU	V4501 	NULL
4154	TROMBOFLEBITIS SENO VENOSO INTRACRANEAL	325   	NULL
4155	EDEMA PENE	60783 	NULL
4156	SIFILIS RIÑON	0954  	NULL
4157	ESPLENOMEGALIA	7892  	NULL
4158	DAÑO ORGANO PELVIS TRAS ABORTO Y EMBARAZO ECTOPICO	6392  	NULL
4159	FRACTURA ABIERTA METATARSIANO	82535 	NULL
4160	HEMARTROSIS RODILLA	71916 	NULL
4161	FRACTURA ABIERTA HUMERO DIAFISIS Y NO ESPECIFICADO	8123  	NULL
4162	SINDROME LOBULO FRONTAL	3100  	NULL
4163	CONTUSION TRONCO NO ESPECIFICADO	9229  	NULL
4164	COMPRESION VENOSA	4592  	NULL
4165	HERIDA ORBITA PENETRANTE SIN CUERPO EXTRAÑO	8703  	NULL
4166	DEPENDENCIA DROGA EMBARAZO	6483  	NULL
4167	FRACTURA CERRADA BOVEDA CRANEO CONTUSION CEREBRAL SIN PERDIDA DE CONCIENCIA	80001 	NULL
4168	URTICARIA VIBRATORIA	7084  	NULL
4169	ASISTENCIA ANTICONCEPTIVA ANTICONCEPTIVO ORAL	V2501 	NULL
4170	OTOSCLEROSIS NO ESPECIFICADO	3879  	NULL
4171	DISTROFIA MUSCULAR PROGRESIVA HEREDITARIA	3591  	NULL
4172	PERFORACION TIMPANO NO ESPECIFICADO	38420 	NULL
4173	ENFERMEDAD CELULA ASTA ANTERIOR OTRA	3358  	NULL
4174	VARICELA NO ESPECIFICADO	0529  	NULL
4175	SUPERVISION PRIMIGRAVIDA JOVEN	V2383 	NULL
4176	ADMINISTRACION FARMACO O MEDICAMENTO INNECESARIO	E8736 	NULL
4177	NEFRITIS Y NEFROPATIA NO ESPECIFICADO CON LESION MEMBRANOSA	5831  	NULL
4178	HIPOCALCEMIA	27541 	NULL
4179	ENFERMEDAD DE HODGKIN NO ESPECIFICADO	2019  	NULL
4180	FIEBRE EXANTEMATICA	0820  	NULL
4181	INFESTACION NO ESPECIFICADO	1349  	NULL
4182	DEGENERACION MIOCARDICA	4291  	NULL
4183	EXAMEN MÉDICO GENERAL DE RUTINA EN UN SERVICIO DE SALUD (CHECK UP)(FU)	00831 	NULL
4184	DOLOR ARTICULACION CODO	71942 	NULL
4185	ENFERMEDAD MAMA ASOCIADA PARTO OTRA Y NO ESPECIFICADO	6763  	NULL
4186	COMPLICACION PROCECIMIENTO SISTEMA Y APARATO ESP NCOC	997   	NULL
4187	SINTOMA ASOCIADO A ORGANO GENITAL FEMENINO NO ESPECIFICADO	6259  	NULL
4188	ENFERMEDAD BACTERIANA ZOONOTICA OTRA	027   	NULL
4189	INFECCION ESPECIFICA PERIDO PERINATAL OTRA	77189 	NULL
4190	GALACTOCELE	6115  	NULL
4191	ENFERMEDAD CIRCULACION PULMONAR OTRA	417   	NULL
4192	EFECTO ADVERSO FARMACO Y MEDICAMENTO OTRO Y NO ESPECIFICADO	E947  	NULL
4193	BAJO PESO	78322 	NULL
4194	ENFERMEDAD CRISTALINO OTRO	37939 	NULL
4195	CARCINOMA IN SITU TRAQUEA	2311  	NULL
4196	SINDROME DE BUDD-CHIARI	4530  	NULL
4197	OBSTRUCCION TROMPA DE EUSTAQUIO	3816  	NULL
4198	DESGARRO MULTIPLE RETINA SIN DESPDRENDIMIENTO	36133 	NULL
4199	SUDAMINA	7051  	NULL
4200	APLASTAMIENTO MIEMBRO SUPERIOR	927   	NULL
4201	ENFERMEDAD CEREBROVASCULAR NO ESPECIFICADO	4379  	NULL
4202	CUERPO EXTRAÑO PUNTO LAGRIMAL	9302  	NULL
4203	EFECTO PRESION ATMOSFERICA	993   	NULL
4204	NACIMIENTO MUERTO SIMPLE(FU)	00405 	NULL
4205	TRAUMATISMO RIÑON	866   	NULL
4206	TETANOS	037   	NULL
4207	EFECTO TOXICO MONOXIDO CARBONO	986   	NULL
4208	ARTRITIS CLIMATERICA OTRA	71638 	NULL
4209	ENFERMEDAD NERVIO POPLITEO EXTERNO	3553  	NULL
4210	FRACTURA CERRADA HUESO CUBOIDES	82523 	NULL
4211	OSTEOARTROSIS NO ESPECIFICADO TOBILLO Y PIE	71597 	NULL
4212	QUEMADURA SEGUNDO GRADO MANO NO ESPECIFICADO	94420 	NULL
4213	PROBLEMA VISTA	V410  	NULL
4214	POLINEUROPATIA POR AGENTE TOXICO OTRA	3577  	NULL
4215	LESION SUPERFICIAL CORNEA	9181  	NULL
4216	DERMATOSIS ERITEMATOESCAMOSA OTRA	6908  	NULL
4217	HEMORRAGIA SECUNDARIA Y RECURRENTE	9582  	NULL
4218	INFLAMACION OVARIO,TROMPA Y PERITONEO	614   	NULL
4219	GLOMERULONEFRITIS CRONICA CON LESION MEMBRANOSA	5821  	NULL
4220	ANEMIA POR CARENCIA PROTEINA	2814  	NULL
4221	ANOMALIA CONGENITA URACO	7537  	NULL
4222	EOSINOFILIA PULMON	5183  	NULL
4223	SUPRAGLOTITIS NO ESPECIFICADO	4645  	NULL
4224	ARTROPATIA ASOCIADA TRASTORNO ENDOCRINO Y METABOLICO	7130  	NULL
4225	TRASTORNO CONGENITO FACTOR IX	2861  	NULL
4226	ANEMIA POR CARENCIA HIERRO NO ESPECIFICADO	2809  	NULL
4227	VITILIGO	70901 	NULL
4228	SEMANAS GESTACION <24 SEMANAS COMPLETAS	76521 	NULL
4229	ALCOHOLISMO EN FAMILIA	V6141 	NULL
4230	ENFERMEDAD RENAL NO ESPECIFICADO EMBARAZO SIN HIPERTENSION	6462  	NULL
4231	ANEMIA POR CARENCIA HIERRO OTRA	2808  	NULL
4232	ENFERMEDAD INFECCIOSA COC EMBARAZO,PARTO Y PUERPERIO	647   	NULL
4233	QUERATITIS OTRA	3708  	NULL
4234	ANOMALIA CONGENITA DIAFRAGMA	7566  	NULL
4235	DILATACION AGUDA ESTOMAGO	5361  	NULL
4236	DEGENERACION CUERPO VITREO	37921 	NULL
4237	FRACTURA CERRADA TARSO Y METATARSIANO OTRA	82529 	NULL
4238	ESGUINCE HOMBRO Y BRAZO NO ESPECIFICADO	8409  	NULL
4239	HISTORIA PERSONAL ALERGIA PENICILINA	V140  	NULL
4240	QUERATITIS NO ESPECIFICADO	3709  	NULL
4241	HEMORRAGIA SUBDURAL Y CEREBRAL NACIMIENTO	7670  	NULL
4242	ULCERA DECUBITO OTRA	70709 	NULL
4243	HEMORRAGIA OVULACION	6265  	NULL
4244	ESPONDILOSIS LUMBAR CON MIELOPATIA	72142 	NULL
4245	LESION NERVIO OCULOMOTOR COMUN [III PAR]	9510  	NULL
4246	BOTULISMO	0051  	NULL
4247	CUIDADO POSTPARTO TRAS ALUMBRAMIENTO	V240  	NULL
4248	ENFERMEDAD MUSCULO,LIGAMENTO Y FASCIA OTRO	7288  	NULL
4249	CANALICULITIS LAGRIMAL AGUDA	37531 	NULL
4250	RETINOCOROIDITIS FOCAL MACULAR O PARAMACULAR	36306 	NULL
4251	LEUCEMIA CELULA PLASMATICA	2031  	NULL
4252	HEPATITIS EN ENF INFECCIOSA COC	5732  	NULL
4253	PUERPERIO FISIOLOGICO(FU)	00377 	NULL
4254	INFESTACION POR PEDICULUS CAPITIS	1320  	NULL
4255	ENFERMEDAD RAIZ Y PLEXO NERVIOSO OTRO	3538  	NULL
4256	HELMINTIASIS OTRA	1288  	NULL
4257	SINDROME AMNESICO	2940  	NULL
4258	ESPONDILOPATIA INFLAMATORIA OTRA	7208  	NULL
4259	TRAUMATISMO COLON O RECTO CON TRAUMA ABDOMEN CERRADO	8634  	NULL
4260	ESPONDILOSIS NO ESPECIFICADO	7219  	NULL
4261	LESIONES FRAMBESIOMA	1021  	NULL
4262	TRASTORNO METABOLISMO MAGNESIO	2752  	NULL
4263	TUBERCULOSIS LINFATICO PERIFERICO	0172  	NULL
4264	ENFERMEDAD LARINGE NO ESPECIFICADO	47870 	NULL
4265	LESION PLEXO BRAQUIAL NACIMIENTO	7676  	NULL
4266	ASMA NO ESPECIFICADO SIN ESTADO ASMATICO	49390 	NULL
4267	FRACTURA CERRADA VERTEBRA NO ESPECIFICADO CON LESION MEDULAR	8068  	NULL
4268	PROBLEMA RELACIONADO CON ESTILO VIDA	V69   	NULL
4269	ECTROPION NO ESPECIFICADO	37410 	NULL
4270	CONGESTION E HIPOSTASIS PULMON	514   	NULL
4271	REACCION AGUDA ESTRES NO ESPECIFICADO	3089  	NULL
4272	HEMORRAGIA Y ROTURA COROIDES	3636  	NULL
4273	ASTIGMATISMO REGULAR	36721 	NULL
4274	CATARATA SENIL INCIPIENTE	36612 	NULL
4275	ABRASION HOMBRO Y BRAZO CON INFECCION	9121  	NULL
4276	EFECTO TARDIO TUBERCULOSIS GENITOURINARIA	1372  	NULL
4277	FETO Y NEONATO AFECTADO POR CORIOAMNIONITIS	7627  	NULL
4278	QUEMADURA CORNEA Y SACO CONJUNTIVAL POR QUIMICO ALCALINO	9402  	NULL
4279	ENFERMEDAD ARTICULACION NO ESPECIFICADO MUÑECA	71993 	NULL
